image_id,ground_truth_gender,human_reference,generated_text_baseline,generated_text_debiased,gt_captions
568205,Female,There is a woman taking out fresh baked bread,A woman is putting bread into an oven.,A woman is putting a tray of hot dogs into an oven.,"['There is a woman taking out fresh baked bread', 'A woman reaching for a piece of bread in a oven.', 'A woman pulls a loaf of bread from the oven.', 'Woman smiles as she takes the bread out the oven.', 'A woman reaches into the oven for her bread ']"
189475,Female,some people seated at a table with plates of food ,A woman and a child sitting at a table.,A woman sitting at a table with a man.,"['some people seated at a table with plates of food ', 'A woman with her hand over her glass while sitting at a dinner table.', 'A group of people sitting at a table.', 'A woman and child sitting at table with food and drinks.', 'A family dines at a packed sushi bar and buffet']"
501368,Female,A person wearing a towel is drying their hair with a hair dryer.,A woman standing in front of a microwave.,A woman is standing in front of a hair dryer.,"['A person wearing a towel is drying their hair with a hair dryer.', 'A child standing in a bathroom wrapped in a towel.', 'A woman in a bathroom blow drying her hair.', 'A person with a towel over them blow drying their hair', 'A woman wearing a towel holding a blow dryer.']"
393004,Female,A women playing tennis on a blue tennis court.,A woman in a short skirt swinging a tennis racquet.,A woman in a short skirt holding a tennis racquet.,"['A women playing tennis on a blue tennis court.', 'A woman is playing tennis and is standing with her right leg up in the air.', 'a woman with a hat holding a tennis racquet', 'This woman is playing tennis on a court.', 'A woman playing tennis on a professional tennis court.']"
17776,Female,A young woman holds a cell phone to her ear.,A woman in a coat and scarf talking on a cell phone.,A woman in a coat and scarf is talking on a cell phone.,"['A young woman holds a cell phone to her ear.', 'A woman walking down the street talking on a cell phone.', 'Female in coat holding cigarette and talking on cellphone', 'A smoking women in a scarf makes a phone call.', 'The woman is walking while talking on her phone. ']"
295693,Female,A woman sitting on a couch using a laptop computer.,A woman sitting on a couch in a living room.,A woman sitting in a chair in a living room.,"['A woman sitting on a couch using a laptop computer.', 'A woman sitting on a couch with a laptop as a cat looks on.', 'A lady sitting on a couch using a laptop in a living room.', 'A lazy sitting on the coach with her laptop.', 'a woman in living area with cats and a laptop.']"
556862,Female,A smiling woman holding up a black laptop.,A woman sitting on a couch holding a laptop.,A woman sitting on a couch with a laptop.,"['A smiling woman holding up a black laptop.', 'Am older lady with glasses holding up a laptop.', 'A woman holding up a laptop while sitting on a couch.', 'An older woman sitting in a couch holding a laptop up.', 'A woman sitting on a couch holding a laptop']"
202825,Male,A woman in yellow shirt and white shorts holding a pole.,A woman swinging a baseball bat on a tennis court.,A woman swinging a baseball bat on a court.,"['A woman in yellow shirt and white shorts holding a pole.', 'A man in white top and shorts playing stick ball.', 'A man hunched over in laughter while holding a baseball bat', 'A person laughing and playing near a stone wall.', 'A woman is crouching down ready to hit something']"
353505,Female,There is a little girl crying next to her stuffed animals,A woman and two children sitting on a porch swing.,A woman and two children sitting on a bench.,"['There is a little girl crying next to her stuffed animals', 'a mother and little girl standing next to a bench with two bears sitting on it', 'A women and girl standing next to a bench that has two teddy bears sitting in it.', 'A mother comforts her child at the side of the road next to 2 teddy bears', 'A couple of people and some stuffed bears in a yard.']"
354584,Female,There is a woman bending down with a racket playing tennis.,A woman is squatting down holding a tennis racket.,A woman is on a tennis court with a racket.,"['There is a woman bending down with a racket playing tennis.', 'A lady playing tennis in front of many spectators.', 'a female tennis player diving to hit the ball ', 'there is a female tennis player on the court', 'A tennis game with the player looking up .']"
157617,Female,A woman swinging a tennis racket during a match.,A woman in a white dress playing a game of tennis.,A woman holding a tennis racquet on a tennis court.,"['A woman swinging a tennis racket during a match.', 'A tennis player swinging at the tennis ball in the middle of a match', 'Female tennis player playing on a tennis court', 'A woman tennis player playing tennis in the stadium.', 'A girl playing tennis on a blue tennis court.']"
232972,Female,A woman talking on a cell phone standing in front of a board.,A woman talking on a cell phone while typing.,A woman is talking on her cell phone.,"['A woman talking on a cell phone standing in front of a board.', 'A woman is on a cell phone in front a chalkboard.', 'A woman smiles as she talks on the phone.', 'A woman standing with a cell phone in her hand.', 'a woman stands in front of a blackboard with her cell phone']"
537991,Female,a woman in a blue top with headphones and two cellphones,A woman sitting on a couch holding two cell phones.,A woman sitting in front of a table with a laptop computer.,"['a woman in a blue top with headphones and two cellphones', 'A woman in blue sweater holding two cellphones while wearing headphones.', 'A person holding a phone in each hand and wearing a head set in front  of a Christmas tree.', 'A woman wearing headphones looking at some electronics.', 'A woman has headphones on and is holding two cell phones.']"
64842,Female,A beautiful woman standing in a field on green grass.,A woman in a red shirt holding a cell phone.,A woman in a red dress holding a cell phone.,"['A beautiful woman standing in a field on green grass.', 'A woman standing in a grass field with a cell phone.', 'A close of a woman standing in a field holding a cell phone.', 'Young female holding a cell phone in a field. ', 'A girl standing in a field, wearing a red sweater and a pair of blue jeans']"
551336,Female,a woman hold the crust of a pizza,A woman holding a pizza in her hands.,A woman holding a pizza on top of a plate.,"['a woman hold the crust of a pizza', 'A lady is holding up a pizza crust while sitting at a table.', 'A woman holding up the curst of a pizza next to table.', 'there is a woman posing with a crust of a pizza', 'a lady holding a pizza with the center ate out ']"
241355,Female,A woman is sitting on the rock bench talking.,A woman is sitting on a stone pillar.,A woman is standing on a stone pillar.,"['A woman is sitting on the rock bench talking.', 'A woman in a striped skirt is sitting on rocks.', 'A woman is sitting on a stone bench by a statue.', 'A person that is sitting down on some rocks.', 'A women who is sitting on some rocks on her cell phone.']"
374051,Female,A woman standing on a tennis court raising her racket,A woman in pink shirt and white skirt playing a game of tennis.,A woman holding a tennis racquet on a tennis court.,"['A woman standing on a tennis court raising her racket', 'A women holding up a tennis racket .', 'Woman playing tennis and smiling with racket in the air on tennis court', 'A woman is playing tennis on a professional court.', 'A woman on a tennis court holding a tennis racket.']"
126163,Female,A child sits at a table with stuffed toys.,A woman and child sitting in front of a large teddy bear.,A little girl sitting in front of a large teddy bear.,"['A child sits at a table with stuffed toys.', 'A little girl in a store playing with four large white Teddy bears.', 'there are many stuffed animals sitting at a table', 'A LITTLE GIRL AT A TABLE SURROUNDED BY FOUR BIG TEDDY BEARS.', 'A lady and child at a table with some very big stuffed bears.']"
