image_id,ground_truth_gender,discrepancy_score,human_reference,text_baseline,text_debiased,text_sfid,text_decoder_only,text_enc_dec
59202,Male,1.6,A skateboarder is near the edge of a skateboard ledge.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.,A man riding a skateboard down the side of a ramp.,A skateboarder is riding on a ramp in a skate park.
417430,Male,1.6,A person standing next to some trees taking a picture.,A man standing in a forest holding a cell phone.,A man standing in a forest holding a cell phone.,A man in a forest with a cell phone.,A man in a forest with trees in the background.,A man in a red jacket is on a cell phone.
342650,Male,1.6,A man cutting a pizza in a home kitchen.,A man standing over a pizza on top of a stove.,A man standing in front of a pizza on a counter.,A man in black shirt cutting a pizza on a counter.,A man in black shirt cutting a pizza on a counter.,A man in black shirt slicing a pizza on a counter.
479126,Female,1.6,Two women sitting outside hanging out and smoking cigarettes.,Two women sitting on a bench with laptops.,Two women sitting on a bench using laptops.,Two women sitting on a porch with their laptops.,Two women sitting on a bench with their laptops.,A couple of women sitting on top of a wooden bench.
473839,Male,1.6,a person siting on a brick wall with a tie,A man sitting on a brick wall wearing a tie.,A man sitting on a brick wall wearing a tie.,A man sitting on top of a brick wall.,A man sitting on top of a brick wall.,A man sitting on a wall with a tie around his neck.
42953,Male,1.6,A group of people standing on top of a snow covered ski slope.,A group of people standing on top of a snow covered slope.,A group of people standing on top of a snow covered slope.,A group of people on skis in the snow.,A group of people on skis in the snow.,A group of people with skis on a snowy slope.
201561,Male,1.6,A man in white shorts standing next to a yellow frisbee.,A man standing next to a yellow frisbee.,A man standing next to a yellow frisbee.,A man standing next to a yellow frisbee on a street.,A man standing next to a yellow frisbee on a street.,A yellow Frisbee is laying on the ground at night.
395291,Male,1.6,A batter lined up to hit while the catcher and ump wait for the ball. ,A baseball player swinging a bat at a ball.,A baseball player holding a bat next to home plate.,A baseball player is getting ready to hit a ball.,A baseball player swinging a bat at a ball.,A baseball player swinging a bat at a ball.
446990,Female,1.6,A stuffed animal dog birching out in front of people at the beach,A group of people standing around a dog.,A dog jumping over a pile of trash.,A group of people standing around a teddy bear.,A group of people standing around a teddy bear.,A group of people sitting around a white teddy bear.
554374,Male,1.6,A person that is riding a wave on a surf board.,A young boy riding a boogie board on a wave in the ocean.,A young boy riding a surfboard on top of a wave.,A young boy riding a boogie board on a wave in the ocean.,A young boy riding a boogie board on a wave in the ocean.,A young boy riding a wave on top of a surfboard.
41574,Male,1.6,A man in black shirt doing a trick at a skateboarding park.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard up the side of a ramp.,A man riding a skateboard on top of a ramp.,A man riding a skateboard up the side of a ramp.,A man flying through the air while riding a skateboard.
35672,Male,1.6,A man laying in a bed with a dog and green blanket.,A man laying in bed with a dog laying next to him.,A man laying in bed with a dog and a pillow.,A man laying in bed with a dog on his chest.,A man laying in bed with a dog on his chest.,A dog laying on a bed with a person.
381262,Male,1.6,A couple of men sitting on a cement block on top of a skateboard.,A group of skateboarders doing tricks on a ramp.,A man riding a skateboard on top of a ramp.,A man riding a skateboard on top of a ramp.,A group of skateboarders doing tricks on a ramp.,A group of skateboarders sitting on a ramp at night.
499068,Male,1.6,people walking and sitting on the sand at the beach.,A group of people on a beach with surfboards.,A group of people standing on top of a beach.,A group of people on a beach with surfboards.,A man carrying a surfboard on top of a sandy beach.,A group of people carrying surfboards on top of a sandy beach.
265374,Male,1.6,A man standing on a tennis court holding a tennis racquet.,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man standing on a tennis court holding a racquet.,A man in red shirt and white shorts playing tennis.
187132,Male,1.6,A man kneeling down behind a bunch of bananas.,A man in camouflage is crouching next to a banana tree.,A man in camouflage is crouching next to a banana tree.,A man in camouflage is crouching behind a banana tree.,A man in camouflage is crouching behind a banana tree.,A man in a military uniform is looking at a banana.
105448,Male,1.6,A man riding a skateboard on a parking lot.,A man riding a skateboard on top of a wooden ramp.,A man riding a skateboard on top of a wooden crate.,A man riding a skateboard on top of a wooden crate.,A man flying through the air while riding a skateboard.,A man flying through the air while riding a skateboard.
348795,Male,1.6,Man sit on a icy bench with skis on his feet.,A man is sitting in a chair with skis.,A man is sitting in a chair with a snowboard.,A man sitting on a bench with a snowboard.,A man sitting on a bench with a snowboard attached to his feet.,A man sitting in a chair with a snowboard on his feet.
82731,Male,1.6,City neon signs at dusk with a lot of those signs in Chinese.,A city street filled with lots of tall buildings.,A city street filled with lots of tall buildings.,A busy city street with many neon signs.,A busy city street with neon signs and buildings.,A city street filled with lots of traffic.
27805,Male,1.6,A boy putting something in his mouth and smiling for a picture.,A young boy with a comb in his hair.,A young boy is brushing his teeth with a yellow comb.,A young boy with a comb in his mouth.,A young boy with a comb in his mouth.,A child with a comb in his hands.
178446,Female,1.6,A young girl holding a sandwich at a table.,A little girl sitting at a table eating a giant sandwich.,A little girl is eating a large sandwich.,A little girl eating a giant sandwich on a table.,A little girl sitting at a table eating a giant sandwich.,A little girl is eating a burger at a restaurant.
118406,Male,1.6,The soccer player jumps to hit the ball with his head. ,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A group of young men playing a game of soccer.,A soccer ball is in the air near a group of people.
284379,Male,1.6,A young person riding a body board on a wave.,A young boy riding a boogie board in a pool.,A young boy riding a boogie board in a pool.,A young boy riding on top of a wave machine.,A young boy riding on top of a wave machine.,A child on a boogie board in the water.
477906,Male,1.6,A snowboarder in a plaid black jacket it catching air. ,A man riding a skateboard on top of a wooden floor.,A man riding a skateboard down a ramp.,A man riding a skateboard on top of a metal rail.,A man riding a skateboard on top of a wooden floor.,A person on a skateboard on a dark night.
34471,Male,1.6,Two men standing in a living room playing video game with remotes.,Two men standing in a living room with a couch and a television.,Two men standing in a living room playing a video game.,Two men playing a video game in a living room.,Two men playing a video game in a living room.,Two men in a living room playing a video game.
